Date,Close
2020-04,0.054605452297085876
2020-05,0.045281819665558457
2020-06,0.018388396513924092
2020-07,0.055101321480443444
2020-08,0.07006466690171731
2020-09,-0.03922797017842264
2020-10,-0.027665786221379766
2020-11,0.10754563544385937
2020-12,0.037121459093570175
2021-01,-0.011136660755444883
2021-02,0.026091451377448546
2021-03,0.04243863253316508
2021-04,0.05242532134755842
2021-05,0.005486488670607116
2021-06,0.022214009565834792
2021-07,0.02274805482838873
2021-08,0.028990416255438606
2021-09,-0.047569168801901006
2021-10,0.06914383640060637
2021-11,-0.008333706184745738
2021-12,0.043612913462064765
2022-01,-0.05258516502739337
2022-02,-0.03136049194590835
2022-03,0.035773288371546065
2022-04,-0.08795671180434268
2022-05,5.317770464441671e-05
2022-06,-0.08391999993382697
2022-07,0.09111639173021026
2022-08,-0.04244012827299814
2022-09,-0.09339567201327485
2022-10,0.07986341383700936
2022-11,0.05375289335249296
2022-12,-0.05897147407473064
2023-01,0.06175285783467869
2023-02,-0.02611249393181882
2023-03,0.03505161257710885
2023-04,-4.8717499931855524e-05
